fecha_creacion,producto,tipo_trabajo,tipo_cliente,descripcion,servicio_urgente,critico,fuente,Propenso_a_Fallar
7/02/2025,NEVERA HIMALAYA 447 L_9002091_N HIMALAYA 447 SE DA PD NE,SE DESCONGELA,No Aplica,"N HIMALAYA 447 SE DA PD NE
FALLA: BOTA AGUA
FC: 2020
P GARANTÍA
P CANCE/MODI
DESCRATES OK",False,False,WhatsApp,0
7/02/2025,LAV IVY 19 KG_9002779_LAV IVY 19 KG D NE,NO LLENA,No Aplica,"REF: _9002779_LAV IVY 19 KG D NE
F.C: 26/12/2024
FALLA: NO ESTÁ LLENANDO, EL AGUA SE PASA DIRECTO. 
SE REALIZAN ASESORIAS, TODO OK. 
SE INFORMA POLÍTICA DE GARANTÍA.
MODIFICACIÓN Y CANCELACIÓN.",False,False,WhatsApp,0
7/02/2025,NEVERA SIN ESCARCHA 448 L_9003115_NEV ALC 448 SE DA MI TI R2,NO ENFRÍA,No Aplica,"MARCA: HACEB
PRODUCTO: NEVERA 
MOTIVO DE LLAMADA: NO ENFRIA EN LA PARTE DEL REFRIGERADOR  
ASESORÍAS: MAXIMA TEMPERATURA, CIERRRES EN BUEN ESTADO  
FECHA DE COMPRA:2025 
POLÍTICAS: GARANTÍA, COBRO",False,False,Línea Servicio,0
7/02/2025,FREIDORA_9003160_FREIDORA AIRE HACEB 4.2L,INTERVENCIÓN TALLER CALEFACCIÓN,Reincidente,"Solicita Wilson Alzate

71335365 
Edilberto Suarez 
Calle 8A # 54-93.Guayabal. 
3126052144 
suarezbeto78@gmail.com 
Freidora 4.2L. 9003160 
No calienta bien 
Para el taller",False,False,WhatsApp,0
7/02/2025,9002741_NEV 243 SE MI TI R2,DESAJUSTE DE PIEZAS Y PARTES,No Aplica,"Marca: HACEB
Producto: NEV 243 LT
Motivo de llamada: BOTA AGUA EL DISPENSADOR
Fecha de la compra: 14/09/2024
Asesorías: OK
Políticas:  POSIBLE GARANTIA, CONFIRMACION/CANCELACION",False,False,Línea Servicio,0
7/02/2025,LAV AWÜA 17 KG_9002537_LAV AWÜA 17 KG M NE,RUIDO,Reincidente,"Marca: haceb 
Producto: LAV AWÜA 17 KG M NE
Motivo de Llamada: CONTINUA EL RUIDO 
Asesorías: SA-616234 Se realiza revisión de lavadora, se encuentra conjunto freno desajustado, se realiza ajuste de conjunto freno, se realizan pruebas, se deja equipo en fu",False,False,Línea Servicio,0
7/02/2025,CPG 13_9001218_CALENT.CPG-13TF AUTO DISPLAY,NO CALIENTA,No Aplica,"PAGA CON TARJETA DE CREDITO, LLEVAR DATAFONO_x000D_
MARCA:  HACEB_x000D_
PRODUCTO:  CALENTADOR CPG 13_9001218_CALENT.CPG-13TF AUTO DISPLAY_x000D_
MOTIVO LLAMADA: ESTA EN LA TEMPERATURA AL MINIMO Y SE RECALIENTA_x000D_
FECHA COMPRA:  5 AÑOS _x000D_
ASESORIA: OK_x000D_
POLÍTICAS: COBRO   /   ",False,False,Línea Servicio,0
7/02/2025,AIRE ACONDICIONADO 12000 BTU_9002104_AA TAYRONA 12 INV 110,NO ENFRÍA,No Aplica,"SERVICIO  
REF : AIRE ACONDICIONADO 12000 BTU_9002104_AA TAYRONA 12 INV 110 
FC : 2 AÑOS 
FALLA:  NO ESTA ENFRIANDO BIEN 
GUION DE C/M:SI
GUION DE RP: SI 
VALIDACIONES: SI",False,False,WhatsApp,0
7/02/2025,LAV 11 KG_9002376_LAV 11 KG PF D GR,CONEXIÓN LAVADORA,No Aplica,"MARCA: HACEB
PRODUCTO: LAVADORA
MOTIVO DE LLAMADA: INSTALACIÓN
ASESORÍAS: PUNTOS DE CONEXIÓN OK, PRODUCTO VERIFICADO, EN EL PUNTO DE LA INSTALACIÓN
FECHA DE COMPRA: 2025
POLÍTICAS: GARANTÍA, COBRO",False,False,Línea Servicio,0
7/02/2025,LAV M1305_9001179_LAV M1305 TI,NO PRENDE,Reincidente,"FALLA: NO PRENDE 
REFERANCIA: LAV M1305_9001179_LAV M1305 TI
FECHA DE COMPRA: 7 AÑOS 
SE INFORMA: POL.COBRO Y REPUESTOS",False,False,Línea Servicio,0
7/02/2025,9002583_LAV IVY 18 KG D GR EX,CONEXIÓN LAVADORA,No Aplica,"REFERENCIA: LAVADORA 18 KG GR 
FALLA: CONEXIÓN LAVADORA 	
FECHA DE COMPRA: 1 DE FEBRERO DE 2025
SE BRINDAN POLITICAS: GARANTÍA Y COBRO/ MODIFICACIÓN Y CANCELACIÓN",False,False,Línea Servicio,0
7/02/2025,9003290_CUB TA 60-51 INOX 3X1 RB GN 120V,MTTO PREVENTIVO,Reincidente,"Marca: HACEB
Producto: CUB TA 60-51 INOX 3X1 RB GN 120V
Motivo de llamada: MANTENIMIENTO, POSIBLE FUGA DE GAS 
Fecha de la compra: 11 AÑOS APROX
Asesorías: OK
Políticas: COBRO,REPUESTOS, CONFIRMACION/CANCELACION",True,False,Línea Servicio,0
7/02/2025,9002749_NEV 311 SE MI TI R2,ALARMA PUERTA,Reincidente,"MARCA: HACEB
PRODUCTO: NEVERA 
MOTIVO DE LLAMADA: ALARMA PUERTA ABIERTA   
ASESORÍAS: ESTA EN PREVENTA
FECHA DE COMPRA:2025 
POLÍTICAS: GARANTÍA, COBRO",False,False,Línea Servicio,0
7/02/2025,LAV AWÜA 13 KG_9002532_LAV AWÜA 13 KG M NE,BOTA AGUA,No Aplica,"REFERENCIA: LAVADORA ZOU 16 KG
FALLA: SE REBOSA EL TANQUE Y NO LAVA, NO ARRANCA, MUESTRA ERROR
FECHA DE COMPRA: MARZO DE 2024
SE BRINDAN POLITICAS: GARANTÍA Y COBRO/ MODIFICACIÓN Y CANCELACIÓN",False,False,Línea Servicio,0
7/02/2025,9002749_NEV 311 SE MI TI R2,NO ENFRÍA,Reincidente,"FALLA: NO ENFRIA 
REFERANCIA: 9002749_NEV 311 SE MI TI R2
FECHA DE COMPRA: 
SE INFORMA: POL.GARANTIA SERV ANTERIOR
CONGELA PERO NO ENFRIA",False,False,Línea Servicio,0
7/02/2025,NEVERA HIMALAYA 404 L_9002092_N HIMALAYA 404 SE DA TI,NO ENFRÍA,No Aplica,"MARCA HACEB_x000D_
PRODUCTO :  NEVERA _x000D_
FECHA DE COMPRA: 2024_x000D_
FALLA : HACE ESCARCHA EN EL CONGELADOR_x000D_
ASESORIA OK_x000D_
SE BRINDAN POLÍTICAS: GARANTÍA Y COBRO/ MODIFICACIÓN Y CANCELACIÓN_x000D_
SE BRINDA POLÍTICA DE REPUESTOS",False,False,Línea Servicio,0
7/02/2025,LAV AWÜA 13 KG_9002533_LAV AWÜA 13 KG D NE,RUIDO,Reincidente,"REF: LAV HACEB
F.C: 9 MESES
FALLA: RUIDO 
POLITICA REPUESTOS: NO APLICA
POLITICA GARANTIA/COBRO",False,False,Línea Servicio,0
7/02/2025,Colombia_9003264_CAL CDG 10 GL GN BL,MTTO PREVENTIVO,Reincidente,"Marca: HACEB
Producto: CAL CDG 10 GL GN BL
Motivo de llamada: MANTENIMIENTO, POSIBLE FUGA DE GAS 
Fecha de la compra: 2 AÑOS APROX
Asesorías: OK
Políticas: COBRO,POSIBLE GARANTIA, CONFIRMACION/CANCELACION",False,False,Línea Servicio,0
7/02/2025,LAV ZOU 14_9002535_LAV ZOÜ 14 KG D OX,TOMA DE EVIDENCIA,No Aplica,"*******FAVOR LLEVAR SONOMETRO****

GESTION QUEJA 00254916

USUARIO REPORTA RUIDOS ANORMALES EN LA LAV 

FC: MARZO 2023

EN 2023 Se cambio freno y Resorte freno (SA-198170)

POR FAVOR DEJAR SUFICIENTE EVIDENCIA FOTOGRAFICA POR SI ES NECESARIO REALIZAR INFO",False,False,Línea Servicio,0
7/02/2025,CPG 10_9002016_C P CORAL 10 LT GN TF DISP MOD BL,MTTO PREVENTIVO,Reincidente,"RELACIONAR CON LA CITA SA-632524_x000D_
Marca: HACEB_x000D_
Producto: CAL 10 LT_x000D_
Motivo de llamada: MANTENIMIENTO, _x000D_
Fecha de la compra: 7 AÑOS APROX_x000D_
Asesorías: OK_x000D_
Políticas: COBRO,REPUESTOS, CONFIRMACION/CANCELACION",False,False,Línea Servicio,0
7/02/2025,LAV 11 KG_9002376_LAV 11 KG PF D GR,CONEXIÓN LAVADORA,No Aplica,"CONEXIÓN DE LAVADORA _x000D_
Referencia: LAV 11 KG _x000D_
Fecha de compra: 06 Feb 2025_x000D_
Cuenta con los puntos de conexión, LA USUARIA INFORMA QUE SE LA ENTREGAN EN 5 DÍAS.  _x000D_
_x000D_
Pol de confirmación, modif y cancelación",False,False,Línea Servicio,0
7/02/2025,LAV 11 KG_9002376_LAV 11 KG PF D GR,NO EXPRIME,No Aplica,"POLITICAS

GARANTIA: OK 
COBRO: OK 
REPUESTOS: OK	
	
F.C: 1 AÑO 
RODUCTO: LAV 11 KG 
FALLAS: NO CENTRIFUGA NO HACE EL SECADO

DESCARTES
OK",False,False,Línea Servicio,0
7/02/2025,CPG 7_9002077_CAL CPG-7TN GN DISP BL,INSTALACIÓN,Reincidente,"Producto: Calentador. CPG 7L
Motivo de visita: Instalación
Asesorías: Se brindan recomendaciones de instalación
Fecha de compra: 2 feb 2025
Políticas: Cobro, política de cancelación o modificación.",False,False,Línea Servicio,0
7/02/2025,CPG 5.5_9002236_CP BAMBÚ 5.5 LT GN DISP BL,INSTALACIÓN,Frecuente,"Fecha de compra: 07/02/2025
Referencia/Modelo: CALENTADOR 5.5L 
Falla: INSTALACIÓN 
correo:
Se informa:
MODIFICACIÓN O CANCELACIÓN",False,False,Línea Servicio,1
7/02/2025,LAV AWÜA 13 KG_9002532_LAV AWÜA 13 KG M NE,MTTO PREVENTIVO,Frecuente,"Referencia/Modelo: LAVADORA 
Falla: MTTO PREVENTIVO, 
correo:
Se informa:
MODIFICACIÓN O CANCELACIÓN
Mantenimiento de Lavadoras Carga Superior Con Desmonte de Canasta POR VALOR  $        197.700",False,False,Línea Servicio,1
7/02/2025,LAVADORA AS 520_9001146_LAV AS 520 PL,NO LAVA,No Aplica,"REFERENCIA: NO LA TIENE A LA MANO
CÓDIGO SAP:
FECHA DE COMPRA: 2017
FALLA: NO LAVA, NO EXPRIME Y NO CENTRFUGA. SE REALIZA DESCARTES
POLÍTICA DE REPUESTOS/COBRO:
MOD/CANC: OK",False,False,WhatsApp,0
7/02/2025,CAMPANA ISLA_9001395_CAMP ISLA ALA VID 90 4V DIG INOX,INSTALACIÓN,Reincidente,"MOTIVO: INSTALACIÓN 

REF: CAMP ISLA ALA VID 90 4V DIG INOX
FC: 26/08/2024

POLITICA DE COBRO",False,False,WhatsApp,0
7/02/2025,CAMPANA 60_9001032_CAMPANA AS C-60 INOX,NO PRENDE,Reincidente,"ATIENDE JUAN LOZADA- CEL:3015352064 - 3178942602 
REF:CAMPANA EXTRACTORA HACEB 
FC:4 AÑOS 
FALLA:NO PRENDE EL VENTILADOR 
OBSERV:SE HACEN PREGUNTAS DE DESCARTE
POLI/GAR/COB:SI
POL/REPUE:SI",False,False,Línea Servicio,1
7/02/2025,CPG 5.5_9002236_CP BAMBÚ 5.5 LT GN DISP BL,SE APAGA,Reincidente,"REF:CALENTADOR 5.5LT TN GN HACEB
FC:4 AÑOS 
FALLA:SE APAGA 
OBSERV:SE HACEN PREGUNTAS DE DESCARTES 
POLI/GAR/COB:SI
POL/REPUE:SI",False,False,Línea Servicio,1
7/02/2025,ESTUFA 76 GAS_9001576_ESTUFA 76-VF GAS GN INOX,NO PRENDE,No Aplica,"Fecha de compra: MÁS DE 5 AÑOS 
Referencia/Modelo: 9001576 - ESTUFA 76-VF GAS GN INOX
Falla: NO PRENDE LA CHISPA Y EL HORNO. 

Se informa:
MODIFICACIÓN O CANCELACIÓN
DISPONIBILIDAD DE REPUESTOS",False,False,Línea Servicio,0
7/02/2025,LAV 11 KG_9002376_LAV 11 KG PF D GR,CONEXIÓN LAVADORA,Reincidente,"FALLA: CONEXION LAV 
REFERANCIA: LAV 11 KG 
FECHA DE COMPRA: 5 FEB 2025
SE INFORMA: PUNTOS DE INST",False,False,Línea Servicio,0
7/02/2025,LAV 0700_9001652_LAV SA 0700 BL,RUIDO,Frecuente,"Fecha de compra: 2024
Referencia/Modelo: LAVADORA 
Falla: DE VEZ EN CUANDO TIENE RUIDO, 
correo:
Se informa:
MODIFICACIÓN O CANCELACIÓN",False,False,Línea Servicio,0
7/02/2025,HORNO 60 ELECTRICO_9001897_HE MASALA 60 NE 220,INTERVENCIÓN TALLER CALEFACCIÓN,No Aplica,"SOLICITA Wilson Alzate
43619995 
Catalina Arango 
Carrera 27B # 27DSur99.Envigado 
3164781718 
ktarngo@hotmail.com 
Horno. 9001897 
No calienta 
Para el tallet",False,False,WhatsApp,0
7/02/2025,LAV ZOU 20_9002543_LAV ZOÜ 20 KG D OX,CONEXIÓN LAVADORA,No Aplica,"REF:LAVADORA 20KG HACEB 
FC:6/FEB/2025
FALLA:CONEXION LAVADORA 
OBSERV:CUENTAN CON LOS PUNTOS DE CONEXION
POLI/GAR/COB:SI",False,False,Línea Servicio,0
7/02/2025,9002389_LAV MIZÜ 18 KG D OX 220 50H,CONEXIÓN LAVADORA,No Aplica,"REFERENCIA: LAVADORA 18 KG GR 
FALLA: CONEXIÓN LAVADORA 	
FECHA DE COMPRA: 6 DE FEBRERO DE 2025
SE BRINDAN POLITICAS: GARANTÍA Y COBRO/ MODIFICACIÓN Y CANCELACIÓN",False,False,Línea Servicio,0
7/02/2025,9002741_NEV 243 SE MI TI R2,LLEVAR REPUESTO,No Aplica,"MOTIVO: INFORMA QUE NO LE LLEGO BANDEJA DE ENFRIAMIENTO /EXTRA CONSERVACIÓN 
Nombre del repuesto o accesorio faltante: BANDEJA DE ENFRIAMIENTO /EXTRA CONSERVACIÓN 
REF: 9002741_NEV 243 SE MI TI R2
F.C: 04/02/2025

Fecha de entrega: 07/02/2025
Almacén dond",False,False,WhatsApp,0
7/02/2025,LAV M1305_9001761_LAV M1305 OX,MTTO PREVENTIVO,No Aplica,"REF: _LAV M1305 OX
F.C: 5 AÑOS APROX
FALLA: NO REPORTA 
MTTO PREVENTIVO 
SE INFORMA POLÍTICA DE COBRO, REPUESTOS Y NOTA. 
MODIFICACIÓN Y CANCELACIÓN.",False,False,WhatsApp,0
7/02/2025,9002748_NEV 311 SE ME NE R2,RUIDO,No Aplica,"Fecha de compra: 9/12/2024
Referencia/Modelo: NEVERA 311
Falla: TIENE MUCHO RUIDO POR LA PARTE  DE ATRAS 
correo:MARIAPAULACASTILLOBARRIOS7@GMAIL.COM
Se informa:
MODIFICACIÓN O CANCELACIÓN
ALMACEN BRINDA POLITICA DE GARANTIA Y COBRO",False,False,Línea Servicio,0
7/02/2025,HORNO 60 GAS_9002302_HX TOFU 60 NE GN,SE APAGA,No Aplica,"SERVICIO GARANTIA/COBRO_x000D_
Referencia: 9002302 HX TOFU 60 NE GN _x000D_
Fecha de compra: 20 Feb 2024_x000D_
Falla: Prende pero se apaga, ya hemos reparado el producto_x000D_
_x000D_
Pol de confirmación, modif y cancelación_x000D_
_x000D_
SERV ANT SA-371864 - 6/03/2024_x000D_
Usuaria ya había instal",False,False,Línea Servicio,0
7/02/2025,HORNO 60 GAS_9001884_HX MASALA 60 NE GN,HACE EXPLOSIÓN,No Aplica,"POLITICAS

GARANTIA: OK 
COBRO: OK 
REPUESTOS: OK	
	
F.C: 1 AÑO 
RODUCTO: NEV 9001884  
FALLAS: NO CENTRIFUGA NO HACE EL SECADO

DESCARTES
OK

LLEVAR REPUESTO
1007581		VIDRI NEG H60 600X482X3MM SCHO (19)RAQ21",False,False,Línea Servicio,0
7/02/2025,NEVERA SIN ESCARCHA 240 L_9002257_N SIBERIA 240 SE MI TI R2,NO ENFRÍA,No Aplica,"MARCA HACEB
PRODUCTO : NEVERA SIN ESCARCHA 240 L 9002257
FECHA DE COMPRA: 2023
FALLA : NO CONGELA NI ENFRIA
ASESORIA OK
SE BRINDAN POLÍTICAS: GARANTÍA Y COBRO/ MODIFICACIÓN Y CANCELACIÓN
SE BRINDA POLÍTICA DE REPUESTOS",False,False,Línea Servicio,0
7/02/2025,LAV ZOU 20_9002543_LAV ZOÜ 20 KG D OX,NO EXPRIME,Reincidente,"Fecha de compra: 3 MESES 
Referencia/Modelo: LAVADORA 
Falla: LE SALE UN ERROR CUANDO ESTA EXPRIMIENDO ERROR  E05
correo:
Se informa:
MODIFICACIÓN O CANCELACIÓN",False,False,Línea Servicio,0
7/02/2025,LAV 11 KG_9002376_LAV 11 KG PF D GR,CONEXIÓN LAVADORA,No Aplica,"REF: LAV HACEB
F.C: 5 FEB Y LA ENTREGA EL 7 FEB
FALLA: CONEX 
POLITICA REPUESTOS: NO APLICA
POLITICA GARANTIA/COBRO",False,False,Línea Servicio,0
7/02/2025,LAV 11 KG_9002376_LAV 11 KG PF D GR,CONEXIÓN LAVADORA,No Aplica,"INSTALACIÓN LAVADORA 
PRODUCTO: LAVADORA HACEB 11 KG 
FECHA DE COMPRA: 30/01/2025
SE INFORMAN LOS REQUISITOS PARA LA INSTALACIÓN, CONFIRMA 
SE INFORMA POLÍTICA DE CONF/MOD/CANCELACIÓN DE CITA",False,False,WhatsApp,0
7/02/2025,ESTUFA GAS_9002109_ESTUFA OREGANO 60-VF GN INOX,DESAJUSTE DE PIEZAS Y PARTES,Reincidente,"REFERENCIA: ESTUFA OREGANO 60-VF GN INOX
SAP: 9002109
FECHA DE COMPRA:  PREVENTA
FALLA:  Perilla del horno no queda bien sujeta a la estufa",False,False,Línea Servicio,0
7/02/2025,LAV SA 7 BL_9003009_LAV 7 KG SA BL,NO EXPRIME,No Aplica,"Producto: Lavadora 7K
Motivo de visita: No centrifuga
Asesorías: Sí
Fecha de compra: 11 mayo 2024
Políticas: Garantía, política de cancelación o modificación.",False,False,Línea Servicio,0
7/02/2025,CUBIERTAS ELECTRICAS_9002960_CUB INDUCCION 60 220V,NO CALIENTA,Frecuente,"MARCA: HACEB
REF:CUB INDUCCION 60 220V
FC: 3 MESES 

FALLA: NO ESTAN FUNCIONANDO BIEN, DENTRO DEL EDIFICIO SUCEDIÓ UN INCIDENTE CON EL APARTAMENTO DE ARRIBA QUE SE ROMPIÓ UN TUBO U CAYÓ AGUA, LOS ELECTRODOMESTICOS NO FUNCIONAN BIEN

SE HACEN VALIDACIONES
",False,False,WhatsApp,1
7/02/2025,HORNO 60 ELECTRICO_9002380_HE TANDOORI DIGITAL NE,NO CALIENTA,Frecuente,"MARCA: HACEB
REF:HE TANDOORI DIGITAL NE
FC: 3 MESES 

FALLA: NO ESTAN FUNCIONANDO BIEN, DENTRO DEL EDIFICIO SUCEDIÓ UN INCIDENTE CON EL APARTAMENTO DE ARRIBA QUE SE ROMPIÓ UN TUBO U CAYÓ AGUA, LOS ELECTRODOMESTICOS NO FUNCIONAN BIEN

SE HACEN VALIDACIONES",False,False,WhatsApp,1
7/02/2025,CAMPANA 60_9002653_CAMP TOFU DIG 60 V3,NO PRENDE,Frecuente,"MARCA: HACEB
REF:CAMP TOFU DIG 60 V3
FC: 3 MESES 

FALLA: NO ESTAN FUNCIONANDO BIEN, DENTRO DEL EDIFICIO SUCEDIÓ UN INCIDENTE CON EL APARTAMENTO DE ARRIBA QUE SE ROMPIÓ UN TUBO U CAYÓ AGUA, LOS ELECTRODOMESTICOS NO FUNCIONAN BIEN

SE HACEN VALIDACIONES

P",False,False,WhatsApp,1
7/02/2025,NEVERA HIMALAYA 430 L_9001624_N HIMALAYA 430 SE DA  TI,NO PRENDE,No Aplica,"Referencia: himalaya 430 se da ti

Fecha de compra:4 años   
Falla: No congela no enfría. 
POLITICA DE GARANTÍA Y DE COBRO
POLITICA DE CANCELACIÓN Y MODIFICACIÓN
POLITICA DE REPUESTO",False,False,Línea Servicio,0
7/02/2025,LAV IVY 19 KG_9002779_LAV IVY 19 KG D NE,CONEXIÓN LAVADORA,No Aplica,"REFERENCIA: LAV IVY 19 KG D NE MARCA HACEB 
FECHA DE COMPRA: 18-ENERO-2025
FALLA: CONEXIÓN LAVADORA
VALIDACIONES CONEXIÓN: OK
************************
ACEPTA POLITICAS: OK
MOD/CANC: OK",False,False,WhatsApp,0
7/02/2025,LAV ZOU 20_9002543_LAV ZOÜ 20 KG D OX,NO SELECCIONA PROGRAMA LAVADO,No Aplica,"REF:LAVADORA 20KG HACEB 
FC:24/JUN/2023
FALLA:PANEL NO FUNCIONA Y HACE UN RUIDO 
OBSERV:SE HACEN PREGUNTAS DE DESCARTE
POLI/GAR/COB:SI",False,False,Línea Servicio,0
7/02/2025,LAV 11 KG_9002376_LAV 11 KG PF D GR,CONEXIÓN LAVADORA,No Aplica,"Referencia: LAV HACEB 11 _x000D_
_x000D_
Fecha de compra:7 DE FEB 2025_x000D_
Falla: PUNTOS DE CONEXIÓN OK_x000D_
POLITICA DE GARANTÍA Y DE COBRO_x000D_
POLITICA DE CANCELACIÓN Y MODIFICACIÓN_x000D_
POLITICA DE REPUESTO",False,False,Línea Servicio,0
7/02/2025,HORNO 60 GAS_9001888_HX MASALA 60 NE GP,MTTO PREVENTIVO,No Aplica,"HORNO 60 GAS_9001888_HX MASALA 60 NE GP
FALLA: MTTOP PREVENTIVO, REVISAR PARRILA ESTA QUEMADA
FC: NO INFORMA
P COBRO/ P REPUESTO 
P CANCE/MODI",False,False,WhatsApp,0
7/02/2025,LAV 8.5 KG_9002375_LAV 8.5 KG PF D GR,CONEXIÓN LAVADORA,No Aplica,"REFERENCIA: LAVADORA 8.5 KG_x000D_
FALLA: CONEXIÓN LAVADORA 	_x000D_
FECHA DE COMPRA: 3 DE FEBRERO DE 2025_x000D_
SE BRINDAN POLITICAS: GARANTÍA Y COBRO/ MODIFICACIÓN Y CANCELACIÓN",False,False,Línea Servicio,0
7/02/2025,LAV IVY 18 KG_9002541_LAV IVY 18 KG D NE,MTTO PREVENTIVO,No Aplica,"PRODUCTO: LAVADORA 
MARCA:   HACEB
FECHA DE COMPRA : Desde el 8 de diciembre del 2021
 FALLA: MTTO",False,False,Línea Servicio,0
7/02/2025,LAV IVY 14 KG_9002780_LAV IVY 14 KG D NE,NO LAVA,No Aplica,"FALLA: NO LAVA 
REFERANCIA: LAV 14 KG 
FECHA DE COMPRA: 21 ABRIL 2024
SE INFORMA: POL.GARANTIA Y COBRO 
INFORMA QUE HACE UN SONIDO COMO SI FUERA ARRANCAR PERO NO LO HACE LE APARECE ERROR E81",False,False,Línea Servicio,0
7/02/2025,NEVERA HIMALAYA 375 L_9001622_N HIMALAYA 375 SE DA TI,RUIDO,No Aplica,"Compañero por favor que sea la última del día _x000D_
_x000D_
_x000D_
REF: Nevera 375_x000D_
FCOMPRA:  10-11 años_x000D_
FALLA: ruido y genera hielo en el tubo de la parte de atras _x000D_
POLITICA MODIFICACIÓN/CANCELACIÓN _x000D_
GARANTIA/COBRO",False,False,WhatsApp,0
7/02/2025,ESTUFA 50 GAS_9002399_ESTUFA ROMERO 50-T GN PL,NO PRENDE,No Aplica,"REF: ESTUFA CON HORNO HACEB 9002399
F.C: 25 ENERO/25 Y AL DIA HOY LA CONECTO
FALLA: NO PRENDE LA PARTE ELECTRICA
POLITICA REPUESTOS: NO APLICA
POLITICA GARANTIA/COBRO",False,False,Línea Servicio,0
7/02/2025,NEVERA HIMALAYA 404 L_9002466_N HIMALAYA 404 SE TI R2,MAL OLOR Y/O SABOR,No Aplica,"compré una nevera en el mes de julio del año pasado pero ya hace como 6 días empezó a molestar con un olor a gas y los alimentos quedan contaminados la verdad estoy preocupada ya  el día de ayer y hoy no la he podido utilizar
fc 3 meses
requiere serv urge",True,False,Línea Servicio,0
7/02/2025,LAV MIZÜ 18 KG_9002539_LAV MIZÜ 18 KG M OX,NO EXPRIME,No Aplica,"REF:LAVADORA 18KG HACEB 
FC:15/ENE/2025
FALLA:NO CENTRIFUGA - E9
OBSERV:SE HACEN PREGUNTAS DE DESCARTES 
POLI/GAR/COB:SI",False,False,Línea Servicio,0
7/02/2025,LAV ATLAS_9002385_LAV ATLAS 18 PT D GR,NO LLENA,Reincidente,"POSIBLE GARANTIA DE SERVICIO ANTERIOR_x000D_
Referencia: 9002385_LAV ATLAS 18 PT D GR_x000D_
Fecha de compra: 3 años _x000D_
Falla: no funciona la tecla del nivel del agua, fue reparada en taller y apenas entregada hoy.  _x000D_
_x000D_
Pol de confirmación, modif y cancelación_x000D_
_x000D_
SERV",False,False,Línea Servicio,0
7/02/2025,LAV AWÜA 13 KG_9002533_LAV AWÜA 13 KG D NE,BOTA AGUA,No Aplica,"REFERENCIA: LAV AWÜA 13 KG D NE MARCA HACEB 
FECHA DE COMPRA: APROX 3 AÑOS 
FALLA: PRESENTA FUGA DE AGUA POR LA PARTE DE LA MANGUERA DEL DESAGUE. 
VALIDACIONES: OK
************************
ACEPTA POLITICAS: OK
MOD/CANC: OK",False,False,WhatsApp,0
7/02/2025,NEVERA HIMALAYA 404 L_9002092_N HIMALAYA 404 SE DA TI,NO ENFRÍA,No Aplica,"REF: NEVERA HIMALAYA 404 L_9002092_N HIMALAYA 404 SE DA TI
FALLA: NO ENFRÍA NI CONGELA
F.C: 5 AÑOS
VALIDACIONES: SI
POLITICA COBRO/REPUESTOS
MD/CANC",False,False,Línea Servicio,0
7/02/2025,9001889_HORNO X MASALA 60 NE GP 120 EX,MTTO PREVENTIVO,Frecuente,"MMTO PREV multiple
ESTUFA HACEB CRISTAL
HORNO MIXTO MASALA
FC: 2021
PLTICA COBRO OK
M/C",False,False,WhatsApp,1
7/02/2025,ESTUFA GAS_9001903_EST ROMERO GAB V GN PL,MTTO PREVENTIVO,Frecuente,"MMTO PREV multiple
ESTUFA HACEB CRISTAL
HORNO MIXTO MASALA
FC: 2021
PLTICA COBRO OK
M/C",False,False,WhatsApp,1
7/02/2025,LAV 0700_9001652_LAV SA 0700 BL,RUIDO,No Aplica,"REF: LAV HACEB 7 KGS
F.C: 18 JULIO/24
FALLA: RUIDO CUANDO LAVA
POLITICA REPUESTOS: NO APLICA
POLITICA GARANTIA/COBRO",False,False,Línea Servicio,0
7/02/2025,NEVERA HIMALAYA 404 L_9002092_N HIMALAYA 404 SE DA TI,DESAJUSTE DE PIEZAS Y PARTES,No Aplica,"Producto: Nevera 404L
Motivo de visita: Se está abriendo el plástico como por la zona de verduras. 
Asesorías: Se comunican desde el almacén.
Fecha de compra: 08/12/2024
Políticas: Garantía, política de cancelación o modificación.",False,False,Línea Servicio,0
7/02/2025,LAV SA 7 BL_9003009_LAV 7 KG SA BL,NO EXPRIME,No Aplica,"LAV SA 7 BL_9003009_LAV 7 KG SA BL
FALLA: NO SECA
FC: 2025
ALMACÉN BRINDA POLITICAS DE GARANTÍA Y ASESORÍAS
P CANCE/MODI",False,False,WhatsApp,0
7/02/2025,LAV D1300_9001758_LAV D1300 OX,NO LAVA,Reincidente,"REF: LAV HACEB
F.C: 8 AÑOS
FALLA: ESTABA LAVANDO Y SE PARO  
POLITICA REPUESTOS: SI APLICA
POLITICA GARANTIA/COBRO",False,False,Línea Servicio,0
7/02/2025,LAV ZOU 14_9002535_LAV ZOÜ 14 KG D OX,MTTO PREVENTIVO,No Aplica,"REFERENCIA: LAV ZOÜ 14 KG D NE
CÓDIGO SAP:
FECHA DE COMPRA: 11/07/2022
FALLA: MTTO PREVENTIVO
POLÍTICA DE COBRO:
MOD/CANC: OK",False,False,WhatsApp,0
7/02/2025,9002667_CUB 60 INOX MF GN INT,NO PRENDE,Reincidente,"Marca: haceb 
Producto: CUBIERTA DE EMPOTRAR 4 QUEMADORES A GAS NATURAL INOX
Motivo de Llamada: NO ESTA DANDO LA CHISPA 
Asesorías: OK 
Fecha de compra: APROX 2007
POLITICA DE COBRO 
POLITICA DE RESPUESTOS 
POLITICA CONFIRMACION",False,False,Línea Servicio,0
